Product Id,Product Handle,Product Title,Product Subtitle,Product Description,Product Status,Product Thumbnail,Product Weight,Product Length,Product Width,Product Height,Product HS Code,Product Origin Country,Product MID Code,Product Material,Shipping Profile Id,Product Sales Channel 1,Product Collection Id,Product Type Id,Product Tag 1,Product Discountable,Product External Id,Variant Id,Variant Title,Variant SKU,Variant Barcode,Variant Allow Backorder,Variant Manage Inventory,Variant Weight,Variant Length,Variant Width,Variant Height,Variant HS Code,Variant Origin Country,Variant MID Code,Variant Material,Variant Price EUR,Variant Price USD,Variant Option 1 Name,Variant Option 1 Value,Product Image 1 Url,Product Image 2 Url
,men-s-solid-regular-fit-polo-jc-single-b084bby9bj,Men's Solid Regular fit Polo (JC-Single),Amazon Brand - Symbol,Men's Solid Regular fit Polo (JC-Single) by Amazon Brand - Symbol. Category: Made for Amazon. Rated 3.6 stars. Shop: https://www.amazon.ae/dp/B084BBY9BJ,published,https://m.media-amazon.com/images/I/814PaJuL1KL._AC_UL320_.jpg,500,,,,,,,Amazon Brand - Symbol,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMM91VN3V73FNC3CG5A8,ptag_01KCC4HHTM7KWTMW0NVKP5YVHK,TRUE,B084BBY9BJ,,Men's Solid Regular fit Polo (JC-Single),B084BBY9BJ,B084BBY9BJ,FALSE,TRUE,500,,,,,,,Amazon Brand - Symbol,14.72,16.00,Variant,Default,https://m.media-amazon.com/images/I/814PaJuL1KL._AC_UL320_.jpg,
,women-s-western-b07jgqm7dc,Women's Western,Nelle Harper,Women's Western by Nelle Harper. Category: Made for Amazon. Rated 3.7 stars. Shop: https://www.amazon.ae/dp/B07JGQM7DC,published,https://m.media-amazon.com/images/I/912UW2mECtS._AC_UL320_.jpg,500,,,,,,,Nelle Harper,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMM91VN3V73FNC3CG5A8,ptag_01KCC4HJCMA2M5KDWE29JMFB36,TRUE,B07JGQM7DC,,Women's Western,B07JGQM7DC,B07JGQM7DC,FALSE,TRUE,500,,,,,,,Nelle Harper,36.80,40.00,Variant,Default,https://m.media-amazon.com/images/I/912UW2mECtS._AC_UL320_.jpg,
,men-s-black-formal-shoes-b075z3dk4h,Men's Black Formal Shoes,Centrino,Men's Black Formal Shoes by Centrino. Category: Made for Amazon. Rated 3.6 stars. Shop: https://www.amazon.ae/dp/B075Z3DK4H,published,https://m.media-amazon.com/images/I/71hArgHI6AL._AC_UL320_.jpg,500,,,,,,,Centrino,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMM91VN3V73FNC3CG5A8,ptag_01KCC4HJ6NZ71FQAMV2XS5GE0Q,TRUE,B075Z3DK4H,,Men's Black Formal Shoes,B075Z3DK4H,B075Z3DK4H,FALSE,TRUE,500,,,,,,,Centrino,34.96,38.00,Variant,Default,https://m.media-amazon.com/images/I/71hArgHI6AL._AC_UL320_.jpg,
,men-bwd-103-leather-formal-shoes-b07lcb5q8d,Men BWD 103 Leather Formal Shoes,Burwood,Men BWD 103 Leather Formal Shoes by Burwood. Category: Made for Amazon. Rated 3.7 stars. Shop: https://www.amazon.ae/dp/B07LCB5Q8D,published,https://m.media-amazon.com/images/I/41dB5gfHfrL._AC_UL320_.jpg,500,,,,,,,Burwood,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMM91VN3V73FNC3CG5A8,ptag_01KCC4HJ2JJNV10HWJP65AWJKN,TRUE,B07LCB5Q8D,,Men BWD 103 Leather Formal Shoes,B07LCB5Q8D,B07LCB5Q8D,FALSE,TRUE,500,,,,,,,Burwood,61.64,67.00,Variant,Default,https://m.media-amazon.com/images/I/41dB5gfHfrL._AC_UL320_.jpg,
,women-s-zipper-boots-bww-18-b0cdsb6dcy,Women's Zipper Boots (BWW 18),Burwood,Women's Zipper Boots (BWW 18) by Burwood. Category: Made for Amazon. Rated 3.5 stars. Shop: https://www.amazon.ae/dp/B0CDSB6DCY,published,https://m.media-amazon.com/images/I/61dc-3g06uL._AC_UL320_.jpg,500,,,,,,,Burwood,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMM91VN3V73FNC3CG5A8,ptag_01KCC4HJ2JJNV10HWJP65AWJKN,TRUE,B0CDSB6DCY,,Women's Zipper Boots (BWW 18),B0CDSB6DCY,B0CDSB6DCY,FALSE,TRUE,500,,,,,,,Burwood,53.47,58.12,Variant,Default,https://m.media-amazon.com/images/I/61dc-3g06uL._AC_UL320_.jpg,
,men-s-solid-regular-polo-shirt-aw19mcpo-b07sk7ptm4,Men's Solid Regular Polo Shirt (Aw19mcpo),Amazon Brand - Symbol,Men's Solid Regular Polo Shirt (Aw19mcpo) by Amazon Brand - Symbol. Category: Made for Amazon. Rated 3.9 stars. Shop: https://www.amazon.ae/dp/B07SK7PTM4,published,https://m.media-amazon.com/images/I/71lFueCpX5L._AC_UL320_.jpg,500,,,,,,,Amazon Brand - Symbol,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMM91VN3V73FNC3CG5A8,ptag_01KCC4HHTM7KWTMW0NVKP5YVHK,TRUE,B07SK7PTM4,,Men's Solid Regular Polo Shirt (Aw19mcpo),B07SK7PTM4,B07SK7PTM4,FALSE,TRUE,500,,,,,,,Amazon Brand - Symbol,14.55,15.81,Variant,Default,https://m.media-amazon.com/images/I/71lFueCpX5L._AC_UL320_.jpg,
,men-s-stride-iv-ff-walking-shoe-b0bdmgmg1t,Men's STRIDE IV FF Walking Shoe,Fusefit,Men's STRIDE IV FF Walking Shoe by Fusefit. Category: Made for Amazon. Rated 3.3 stars. Shop: https://www.amazon.ae/dp/B0BDMGMG1T,published,https://m.media-amazon.com/images/I/81hHIHA5rdL._AC_UL320_.jpg,500,,,,,,,Fusefit,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMM91VN3V73FNC3CG5A8,ptag_01KCC4HJ0J9VF59DQC4TDFXXF6,TRUE,B0BDMGMG1T,,Men's STRIDE IV FF Walking Shoe,B0BDMGMG1T,B0BDMGMG1T,FALSE,TRUE,500,,,,,,,Fusefit,25.56,27.78,Variant,Default,https://m.media-amazon.com/images/I/81hHIHA5rdL._AC_UL320_.jpg,
,men-s-formal-shoe-b09c8m93zy,Men's Formal Shoe,Centrino,Men's Formal Shoe by Centrino. Category: Made for Amazon. Rated 3.4 stars. Shop: https://www.amazon.ae/dp/B09C8M93ZY,published,https://m.media-amazon.com/images/I/71LXCq28K7L._AC_UL320_.jpg,500,,,,,,,Centrino,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMM91VN3V73FNC3CG5A8,ptag_01KCC4HJ6NZ71FQAMV2XS5GE0Q,TRUE,B09C8M93ZY,,Men's Formal Shoe,B09C8M93ZY,B09C8M93ZY,FALSE,TRUE,500,,,,,,,Centrino,29.27,31.81,Variant,Default,https://m.media-amazon.com/images/I/71LXCq28K7L._AC_UL320_.jpg,
,women-s-jacquard-art-silk-ready-to-wear-saree-ti4115-purple-b0cff1jw2b,Women's Jacquard Art Silk Ready to Wear Saree (TI4115_Purple),Womanista,Women's Jacquard Art Silk Ready to Wear Saree (TI4115_Purple) by Womanista. Category: Made for Amazon. Rated 4.0 stars. Shop: https://www.amazon.ae/dp/B0CFF1JW2B,published,https://m.media-amazon.com/images/I/81rC7tjQZ1L._AC_UL320_.jpg,500,,,,,,,Womanista,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMM91VN3V73FNC3CG5A8,ptag_01KCC4HHWJ87NZ0MK94WANBWXS,TRUE,B0CFF1JW2B,,Women's Jacquard Art Silk Ready to Wear Saree (TI4115_Purple),B0CFF1JW2B,B0CFF1JW2B,FALSE,TRUE,500,,,,,,,Womanista,45.56,49.52,Variant,Default,https://m.media-amazon.com/images/I/81rC7tjQZ1L._AC_UL320_.jpg,
,men-s-classic-sweatshirt-2021yoiss06-b09jmvhw5c,Men's Classic Sweatshirt (2021YOIss06),YOI,Men's Classic Sweatshirt (2021YOIss06) by YOI. Category: Made for Amazon. Rated 3.8 stars. Shop: https://www.amazon.ae/dp/B09JMVHW5C,published,https://m.media-amazon.com/images/I/71Vgv0nDdyL._AC_UL320_.jpg,500,,,,,,,YOI,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMM91VN3V73FNC3CG5A8,ptag_01KCC4HJF2ZCT71S381GV0P20R,TRUE,B09JMVHW5C,,Men's Classic Sweatshirt (2021YOIss06),B09JMVHW5C,B09JMVHW5C,FALSE,TRUE,500,,,,,,,YOI,9.42,10.24,Variant,Default,https://m.media-amazon.com/images/I/71Vgv0nDdyL._AC_UL320_.jpg,
,women-s-sunshine-sports-shoe-b07xtyrrrg,Women's SUNSHINE Sports Shoe,Fusefit,Women's SUNSHINE Sports Shoe by Fusefit. Category: Made for Amazon. Rated 3.9 stars. Shop: https://www.amazon.ae/dp/B07XTYRRRG,published,https://m.media-amazon.com/images/I/81HbW3sgFsL._AC_UL320_.jpg,500,,,,,,,Fusefit,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMM91VN3V73FNC3CG5A8,ptag_01KCC4HJ0J9VF59DQC4TDFXXF6,TRUE,B07XTYRRRG,,Women's SUNSHINE Sports Shoe,B07XTYRRRG,B07XTYRRRG,FALSE,TRUE,500,,,,,,,Fusefit,31.28,34.00,Variant,Default,https://m.media-amazon.com/images/I/81HbW3sgFsL._AC_UL320_.jpg,
,girls-s-skinny-fit-leggings-pack-of-2-b09nc98gzn,girls's Skinny Fit Leggings Pack of 2,Diverse,girls's Skinny Fit Leggings Pack of 2 by Diverse. Category: Made for Amazon. Rated 4.4 stars. Shop: https://www.amazon.ae/dp/B09NC98GZN,published,https://m.media-amazon.com/images/I/71keJxSqZEL._AC_UL320_.jpg,500,,,,,,,Diverse,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMM91VN3V73FNC3CG5A8,ptag_01KCC4HJAHJYPTEEY0XPC25KRK,TRUE,B09NC98GZN,,girls's Skinny Fit Leggings Pack of 2,B09NC98GZN,B09NC98GZN,FALSE,TRUE,500,,,,,,,Diverse,14.69,15.97,Variant,Default,https://m.media-amazon.com/images/I/71keJxSqZEL._AC_UL320_.jpg,
,men-s-chino-slim-fit-cotton-blend-denim-shorts-b09knmwv9w,Men's Chino Slim Fit Cotton Blend Denim Shorts,Diverse,Men's Chino Slim Fit Cotton Blend Denim Shorts by Diverse. Category: Made for Amazon. Rated 2.0 stars. Shop: https://www.amazon.ae/dp/B09KNMWV9W,published,https://m.media-amazon.com/images/I/71JAXPfhqEL._AC_UL320_.jpg,500,,,,,,,Diverse,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMM91VN3V73FNC3CG5A8,ptag_01KCC4HJAHJYPTEEY0XPC25KRK,TRUE,B09KNMWV9W,,Men's Chino Slim Fit Cotton Blend Denim Shorts,B09KNMWV9W,B09KNMWV9W,FALSE,TRUE,500,,,,,,,Diverse,15.30,16.63,Variant,Default,https://m.media-amazon.com/images/I/71JAXPfhqEL._AC_UL320_.jpg,
,men-s-loire-z-200-sports-shoes-b09gpmsgp2,Men's Loire-z-200 Sports Shoes,Bourge,Men's Loire-z-200 Sports Shoes by Bourge. Category: Made for Amazon. Rated 3.5 stars. Shop: https://www.amazon.ae/dp/B09GPMSGP,published,https://m.media-amazon.com/images/I/71DH+QIZcUL._AC_UL320_.jpg,500,,,,,,,Bourge,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMM91VN3V73FNC3CG5A8,ptag_01KCC4HJ4RKXEWSZWH64BQBRK7,TRUE,B09GPMSGP2,,Men's Loire-z-200 Sports Shoes,B09GPMSGP2,B09GPMSGP2,FALSE,TRUE,500,,,,,,,Bourge,16.18,17.59,Variant,Default,https://m.media-amazon.com/images/I/71DH+QIZcUL._AC_UL320_.jpg,
,men-s-regular-t-shirt-aw17plpo3v2-b081vn36sk,Men's Regular T-Shirt (AW17PLPO3V2),Amazon Brand - Symbol,Men's Regular T-Shirt (AW17PLPO3V2) by Amazon Brand - Symbol. Category: Made for Amazon. Rated 4.0 stars. Shop: https://www.amazon.ae/dp/B081VN36SK,published,https://m.media-amazon.com/images/I/71TW5Fp-EbL._AC_UL320_.jpg,500,,,,,,,Amazon Brand - Symbol,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMM91VN3V73FNC3CG5A8,ptag_01KCC4HHTM7KWTMW0NVKP5YVHK,TRUE,B081VN36SK,,Men's Regular T-Shirt (AW17PLPO3V2),B081VN36SK,B081VN36SK,FALSE,TRUE,500,,,,,,,Amazon Brand - Symbol,15.34,16.67,Variant,Default,https://m.media-amazon.com/images/I/71TW5Fp-EbL._AC_UL320_.jpg,
,women-s-polyester-fit-and-flare-maxi-casual-dress-b09dgs4ynp,Women's Polyester Fit and Flare Maxi Casual Dress,styleville.in,Women's Polyester Fit and Flare Maxi Casual Dress by styleville.in. Category: Made for Amazon. Rated 5.0 stars. Shop: https://www.amazon.ae/dp/B09DGS4YNP,published,https://m.media-amazon.com/images/I/917UR5coNEL._AC_UL320_.jpg,500,,,,,,,styleville.in,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMM91VN3V73FNC3CG5A8,ptag_01KCC4HHRSSQ698KHNKFEAGHA6,TRUE,B09DGS4YNP,,Women's Polyester Fit and Flare Maxi Casual Dress,B09DGS4YNP,B09DGS4YNP,FALSE,TRUE,500,,,,,,,styleville.in,20.15,21.90,Variant,Default,https://m.media-amazon.com/images/I/917UR5coNEL._AC_UL320_.jpg,
,men-s-stussyy-ff-sports-shoes-b0bj6j1mc1,Men's STUSSYY FF Sports Shoes,Fusefit,Men's STUSSYY FF Sports Shoes by Fusefit. Category: Made for Amazon. Rated 3.7 stars. Shop: https://www.amazon.ae/dp/B0BJ6J1MC,published,https://m.media-amazon.com/images/I/61vWHoBt-PL._AC_UL320_.jpg,500,,,,,,,Fusefit,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMM91VN3V73FNC3CG5A8,ptag_01KCC4HJ0J9VF59DQC4TDFXXF6,TRUE,B0BJ6J1MC1,,Men's STUSSYY FF Sports Shoes,B0BJ6J1MC1,B0BJ6J1MC1,FALSE,TRUE,500,,,,,,,Fusefit,36.30,39.46,Variant,Default,https://m.media-amazon.com/images/I/61vWHoBt-PL._AC_UL320_.jpg,
,women-s-floral-print-poly-georgette-ready-to-wear-saree-ti5008-black-orange-b0cdrn8c5j,Women's Floral Print Poly Georgette Ready to Wear Saree (TI5008_Black & Orange),Womanista,Women's Floral Print Poly Georgette Ready to Wear Saree (TI5008_Black & Orange) by Womanista. Category: Made for Amazon. Rated 3.0 stars. Shop: https://www.amazon.ae/dp/B0CDRN8C5J,published,https://m.media-amazon.com/images/I/91R4mZJEQML._AC_UL320_.jpg,500,,,,,,,Womanista,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMM91VN3V73FNC3CG5A8,ptag_01KCC4HHWJ87NZ0MK94WANBWXS,TRUE,B0CDRN8C5J,,Women's Floral Print Poly Georgette Ready to Wear Saree (TI5008_Black & Orange),B0CDRN8C5J,B0CDRN8C5J,FALSE,TRUE,500,,,,,,,Womanista,15.88,17.26,Variant,Default,https://m.media-amazon.com/images/I/91R4mZJEQML._AC_UL320_.jpg,
,women-s-loose-t-shirt-b09g71zjc7,Women's Loose T-Shirt,MISS OLIVE,Women's Loose T-Shirt by MISS OLIVE. Category: Made for Amazon. Rated 3.8 stars. Shop: https://www.amazon.ae/dp/B09G71ZJC7,published,https://m.media-amazon.com/images/I/81p0sEs-z5L._AC_UL320_.jpg,500,,,,,,,MISS OLIVE,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMM91VN3V73FNC3CG5A8,ptag_01KCC4HJ8MYSTPGWRKNH6YGRGA,TRUE,B09G71ZJC7,,Women's Loose T-Shirt,B09G71ZJC7,B09G71ZJC7,FALSE,TRUE,500,,,,,,,MISS OLIVE,30.36,33.00,Variant,Default,https://m.media-amazon.com/images/I/81p0sEs-z5L._AC_UL320_.jpg,
,men-bwd-237-leather-formal-shoes-b07rl2ssms,Men BWD 237 Leather Formal Shoes,Burwood,Men BWD 237 Leather Formal Shoes by Burwood. Category: Made for Amazon. Rated 4.0 stars. Shop: https://www.amazon.ae/dp/B07RL2SSMS,published,https://m.media-amazon.com/images/I/71ga0QEs6VL._AC_UL320_.jpg,500,,,,,,,Burwood,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMM91VN3V73FNC3CG5A8,ptag_01KCC4HJ2JJNV10HWJP65AWJKN,TRUE,B07RL2SSMS,,Men BWD 237 Leather Formal Shoes,B07RL2SSMS,B07RL2SSMS,FALSE,TRUE,500,,,,,,,Burwood,61.64,67.00,Variant,Default,https://m.media-amazon.com/images/I/71ga0QEs6VL._AC_UL320_.jpg,
,casual-men-s-shoes-b07z87bzqh,Casual Men's Shoes,Centrino,Casual Men's Shoes by Centrino. Category: Made for Amazon. Rated 3.4 stars. Shop: https://www.amazon.ae/dp/B07Z87BZQH,published,https://m.media-amazon.com/images/I/710LsLXOdrL._AC_UL320_.jpg,500,,,,,,,Centrino,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMM91VN3V73FNC3CG5A8,ptag_01KCC4HJ6NZ71FQAMV2XS5GE0Q,TRUE,B07Z87BZQH,,Casual Men's Shoes,B07Z87BZQH,B07Z87BZQH,FALSE,TRUE,500,,,,,,,Centrino,18.48,20.09,Variant,Default,https://m.media-amazon.com/images/I/710LsLXOdrL._AC_UL320_.jpg,
,navy-casual-men-s-shoes-b07z87k2zx,Navy Casual-Men's Shoes,Centrino,Navy Casual-Men's Shoes by Centrino. Category: Made for Amazon. Rated 3.7 stars. Shop: https://www.amazon.ae/dp/B07Z87K2ZX,published,https://m.media-amazon.com/images/I/61tC3H4y6uL._AC_UL320_.jpg,500,,,,,,,Centrino,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMM91VN3V73FNC3CG5A8,ptag_01KCC4HJ6NZ71FQAMV2XS5GE0Q,TRUE,B07Z87K2ZX,,Navy Casual-Men's Shoes,B07Z87K2ZX,B07Z87K2ZX,FALSE,TRUE,500,,,,,,,Centrino,43.24,47.00,Variant,Default,https://m.media-amazon.com/images/I/61tC3H4y6uL._AC_UL320_.jpg,
,men-s-cotton-brief-pack-of-3-b09mj3w2pf,Men's Cotton Brief (pack of 3),Diverse,Men's Cotton Brief (pack of 3) by Diverse. Category: Made for Amazon. Rated 3.7 stars. Shop: https://www.amazon.ae/dp/B09MJ3W2PF,published,https://m.media-amazon.com/images/I/71fdyOUqiiL._AC_UL320_.jpg,500,,,,,,,Diverse,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMM91VN3V73FNC3CG5A8,ptag_01KCC4HJAHJYPTEEY0XPC25KRK,TRUE,B09MJ3W2PF,,Men's Cotton Brief (pack of 3),B09MJ3W2PF,B09MJ3W2PF,FALSE,TRUE,500,,,,,,,Diverse,24.89,27.05,Variant,Default,https://m.media-amazon.com/images/I/71fdyOUqiiL._AC_UL320_.jpg,
,mens-loire-sports-shoes-b07lfd7fdn,Mens Loire Sports Shoes,Bourge,Mens Loire Sports Shoes by Bourge. Category: Made for Amazon. Rated 4.0 stars. Shop: https://www.amazon.ae/dp/B07LFD7FDN,published,https://m.media-amazon.com/images/I/91LDlF9zQaL._AC_UL320_.jpg,500,,,,,,,Bourge,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMM91VN3V73FNC3CG5A8,ptag_01KCC4HJ4RKXEWSZWH64BQBRK7,TRUE,B07LFD7FDN,,Mens Loire Sports Shoes,B07LFD7FDN,B07LFD7FDN,FALSE,TRUE,500,,,,,,,Bourge,41.98,45.63,Variant,Default,https://m.media-amazon.com/images/I/91LDlF9zQaL._AC_UL320_.jpg,
,men-s-solid-regular-fit-polo-shirt-b07tfrggll,Men's Solid Regular fit Polo Shirt,Deniklo,Men's Solid Regular fit Polo Shirt by Deniklo. Category: Made for Amazon. Rated 3.9 stars. Shop: https://www.amazon.ae/dp/B07TFRGGLL,published,https://m.media-amazon.com/images/I/51RjxaE6bNL._AC_UL320_.jpg,500,,,,,,,Deniklo,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMM91VN3V73FNC3CG5A8,ptag_01KCC4HJHBEJJZYXBC65CESWJR,TRUE,B07TFRGGLL,,Men's Solid Regular fit Polo Shirt,B07TFRGGLL,B07TFRGGLL,FALSE,TRUE,500,,,,,,,Deniklo,17.48,19.00,Variant,Default,https://m.media-amazon.com/images/I/51RjxaE6bNL._AC_UL320_.jpg,
,women-s-wine-v-neck-sleeveless-solid-wrap-regular-jumpsuit-b09g6zfdx1,Women's Wine V-Neck Sleeveless Solid Wrap Regular Jumpsuit,MISS OLIVE,Women's Wine V-Neck Sleeveless Solid Wrap Regular Jumpsuit by MISS OLIVE. Category: Made for Amazon. Rated 4.2 stars. Shop: https://www.amazon.ae/dp/B09G6ZFDX,published,https://m.media-amazon.com/images/I/71oP5ZlJljL._AC_UL320_.jpg,500,,,,,,,MISS OLIVE,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMM91VN3V73FNC3CG5A8,ptag_01KCC4HJ8MYSTPGWRKNH6YGRGA,TRUE,B09G6ZFDX1,,Women's Wine V-Neck Sleeveless Solid Wrap Regular Jumpsuit,B09G6ZFDX1,B09G6ZFDX1,FALSE,TRUE,500,,,,,,,MISS OLIVE,47.84,52.00,Variant,Default,https://m.media-amazon.com/images/I/71oP5ZlJljL._AC_UL320_.jpg,
,men-s-thur13-sports-shoes-b0c6szj2g3,Men's Thur13 Sports Shoes,Bourge,Men's Thur13 Sports Shoes by Bourge. Category: Made for Amazon. Rated 4.1 stars. Shop: https://www.amazon.ae/dp/B0C6SZJ2G3,published,https://m.media-amazon.com/images/I/61naAEVD+DL._AC_UL320_.jpg,500,,,,,,,Bourge,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMM91VN3V73FNC3CG5A8,ptag_01KCC4HJ4RKXEWSZWH64BQBRK7,TRUE,B0C6SZJ2G3,,Men's Thur13 Sports Shoes,B0C6SZJ2G3,B0C6SZJ2G3,FALSE,TRUE,500,,,,,,,Bourge,40.48,44.00,Variant,Default,https://m.media-amazon.com/images/I/61naAEVD+DL._AC_UL320_.jpg,
,women-s-kaylee-ff-sports-shoe-b0bwdp31dw,Women's KAYLEE FF Sports Shoe,Fusefit,Women's KAYLEE FF Sports Shoe by Fusefit. Category: Made for Amazon. Rated 4.3 stars. Shop: https://www.amazon.ae/dp/B0BWDP31DW,published,https://m.media-amazon.com/images/I/71jQEfCoYoL._AC_UL320_.jpg,500,,,,,,,Fusefit,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMM91VN3V73FNC3CG5A8,ptag_01KCC4HJ0J9VF59DQC4TDFXXF6,TRUE,B0BWDP31DW,,Women's KAYLEE FF Sports Shoe,B0BWDP31DW,B0BWDP31DW,FALSE,TRUE,500,,,,,,,Fusefit,16.96,18.43,Variant,Default,https://m.media-amazon.com/images/I/71jQEfCoYoL._AC_UL320_.jpg,
,men-s-solid-slim-shirt-dcmff06sc09l03-782a-b099mwc3nl,Men's Solid Slim Shirt (Dcmff06Sc09L03-782A),Diverse,Men's Solid Slim Shirt (Dcmff06Sc09L03-782A) by Diverse. Category: Made for Amazon. Rated 3.5 stars. Shop: https://www.amazon.ae/dp/B099MWC3NL,published,https://m.media-amazon.com/images/I/71UKFAvRP+L._AC_UL320_.jpg,500,,,,,,,Diverse,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMM91VN3V73FNC3CG5A8,ptag_01KCC4HJAHJYPTEEY0XPC25KRK,TRUE,B099MWC3NL,,Men's Solid Slim Shirt (Dcmff06Sc09L03-782A),B099MWC3NL,B099MWC3NL,FALSE,TRUE,500,,,,,,,Diverse,13.79,14.99,Variant,Default,https://m.media-amazon.com/images/I/71UKFAvRP+L._AC_UL320_.jpg,
,men-s-solid-regular-fit-polo-shirt-b07t9ghl64,Men's Solid Regular fit Polo Shirt,Deniklo,Men's Solid Regular fit Polo Shirt by Deniklo. Category: Made for Amazon. Rated 4.1 stars. Shop: https://www.amazon.ae/dp/B07T9GHL64,published,https://m.media-amazon.com/images/I/718vd0zS7ML._AC_UL320_.jpg,500,,,,,,,Deniklo,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMM91VN3V73FNC3CG5A8,ptag_01KCC4HJHBEJJZYXBC65CESWJR,TRUE,B07T9GHL64,,Men's Solid Regular fit Polo Shirt,B07T9GHL64,B07T9GHL64,FALSE,TRUE,500,,,,,,,Deniklo,23.92,26.00,Variant,Default,https://m.media-amazon.com/images/I/718vd0zS7ML._AC_UL320_.jpg,
,men-solid-regular-fit-t-shirt-ss20symtee22-b09797wmz8,Men Solid Regular Fit T-Shirt (Ss20Symtee22),Amazon Brand - Symbol,Men Solid Regular Fit T-Shirt (Ss20Symtee22) by Amazon Brand - Symbol. Category: Made for Amazon. Rated 3.9 stars. Shop: https://www.amazon.ae/dp/B09797WMZ8,published,https://m.media-amazon.com/images/I/716liHBndOL._AC_UL320_.jpg,500,,,,,,,Amazon Brand - Symbol,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMM91VN3V73FNC3CG5A8,ptag_01KCC4HHTM7KWTMW0NVKP5YVHK,TRUE,B09797WMZ8,,Men Solid Regular Fit T-Shirt (Ss20Symtee22),B09797WMZ8,B09797WMZ8,FALSE,TRUE,500,,,,,,,Amazon Brand - Symbol,17.48,19.00,Variant,Default,https://m.media-amazon.com/images/I/716liHBndOL._AC_UL320_.jpg,
,women-s-satin-sarees-b0bc46rj9k,Women's Satin Sarees,Womanista,Women's Satin Sarees by Womanista. Category: Made for Amazon. Rated 4.0 stars. Shop: https://www.amazon.ae/dp/B0BC46RJ9K,published,https://m.media-amazon.com/images/I/61pdqHwLuTL._AC_UL320_.jpg,500,,,,,,,Womanista,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMM91VN3V73FNC3CG5A8,ptag_01KCC4HHWJ87NZ0MK94WANBWXS,TRUE,B0BC46RJ9K,,Women's Satin Sarees,B0BC46RJ9K,B0BC46RJ9K,FALSE,TRUE,500,,,,,,,Womanista,52.44,57.00,Variant,Default,https://m.media-amazon.com/images/I/61pdqHwLuTL._AC_UL320_.jpg,
,men-bwd-68-leather-formal-shoes-b07h9q9295,Men BWD 68 Leather Formal Shoes,Burwood,Men BWD 68 Leather Formal Shoes by Burwood. Category: Made for Amazon. Rated 3.8 stars. Shop: https://www.amazon.ae/dp/B07H9Q929,published,https://m.media-amazon.com/images/I/71GOUAnEevL._AC_UL320_.jpg,500,,,,,,,Burwood,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMM91VN3V73FNC3CG5A8,ptag_01KCC4HJ2JJNV10HWJP65AWJKN,TRUE,B07H9Q9295,,Men BWD 68 Leather Formal Shoes,B07H9Q9295,B07H9Q9295,FALSE,TRUE,500,,,,,,,Burwood,54.28,59.00,Variant,Default,https://m.media-amazon.com/images/I/71GOUAnEevL._AC_UL320_.jpg,
